,user_id,movie_id,rating
4535,46,36,5
1669,17,70,4
3660,37,61,5
3449,35,50,2
8712,88,13,3
8357,84,58,2
8661,87,62,4
4716,48,17,1
1348,14,49,5
5131,52,32,1
2941,30,42,3
2623,27,24,5
7130,72,31,1
257,3,58,3
234,3,35,1
2054,21,55,1
1286,13,87,3
1972,20,73,1
2384,24,85,1
99,1,100,3
5443,55,44,3
21,1,22,2
6067,61,68,3
7958,80,59,4
1559,16,60,5
4525,46,26,2
5459,55,60,1
3854,39,55,3
6837,69,38,1
7853,79,54,5
857,9,58,1
5634,57,35,3
8160,82,61,4
7818,79,19,1
955,10,56,1
4997,50,98,3
7950,80,51,5
1038,11,39,5
6801,69,2,4
9531,96,32,2
3692,37,93,4
1720,18,21,5
9914,100,15,3
9293,93,94,1
238,3,39,1
4769,48,70,1
4641,47,42,3
5910,60,11,4
9212,93,13,2
7001,71,2,3
9881,99,82,1
3055,31,56,3
28,1,29,4
6499,65,100,5
3600,37,1,1
3408,35,9,5
8057,81,58,2
4274,43,75,5
3816,39,17,4
7710,78,11,2
2508,26,9,2
8519,86,20,3
3255,33,56,3
8592,86,93,2
6091,61,92,2
4113,42,14,5
3728,38,29,4
6141,62,42,5
1575,16,76,2
3456,35,57,5
7620,77,21,5
8857,89,58,1
8137,82,38,3
5802,59,3,5
7657,77,58,1
2315,24,16,3
9705,98,6,2
9926,100,27,3
2189,22,90,3
5547,56,48,3
3124,32,25,1
8963,90,64,4
4556,46,57,4
5839,59,40,3
4039,41,40,3
7967,80,68,2
6198,62,99,2
5925,60,26,2
4325,44,26,1
907,10,8,1
9593,96,94,4
8852,89,53,4
9183,92,84,1
8733,88,34,1
2958,30,59,1
2148,22,49,1
5411,55,12,1
8464,85,65,1
7093,71,94,4
1514,16,15,5
3399,34,100,5
1813,19,14,1
216,3,17,5
4840,49,41,1
9368,94,69,1
7680,77,81,1
3548,36,49,4
9535,96,36,4
4386,44,87,2
578,6,79,5
5117,52,18,2
9261,93,62,5
8908,90,9,4
6071,61,72,4
4427,45,28,5
5130,52,31,3
1862,19,63,4
4354,44,55,2
4781,48,82,2
7523,76,24,2
1151,12,52,2
8358,84,59,4
658,7,59,3
358,4,59,1
7520,76,21,2
9563,96,64,5
7254,73,55,5
3173,32,74,1
5481,55,82,3
4731,48,32,2
5159,52,60,2
2405,25,6,1
2810,29,11,5
3524,36,25,3
4723,48,24,5
6445,65,46,5
5844,59,45,1
2677,27,78,3
7518,76,19,4
4643,47,44,4
5966,60,67,4
8250,83,51,5
8693,87,94,5
8282,83,83,5
2787,28,88,3
5790,58,91,3
2439,25,40,2
3844,39,45,4
8528,86,29,1
8001,81,2,4
262,3,63,1
2760,28,61,5
9840,99,41,3
1297,13,98,2
1368,14,69,2
2277,23,78,3
9596,96,97,3
2035,21,36,5
6005,61,6,5
9690,97,91,5
3943,40,44,1
207,3,8,5
9090,91,91,2
4081,41,82,5
6366,64,67,2
947,10,48,3
8711,88,12,5
1261,13,62,1
9237,93,38,4
1550,16,51,1
2470,25,71,4
8795,88,96,3
4431,45,32,1
2371,24,72,3
6013,61,14,4
7803,79,4,2
1692,17,93,3
7447,75,48,1
8232,83,33,4
2533,26,34,1
1028,11,29,4
9179,92,80,2
2379,24,80,4
8900,90,1,4
8928,90,29,1
8587,86,88,1
9930,100,31,4
8650,87,51,4
7521,76,22,3
6115,62,16,3
2102,22,3,1
299,3,100,2
8263,83,64,1
9771,98,72,4
1801,19,2,1
7942,80,43,5
9711,98,12,4
1465,15,66,3
4249,43,50,1
5363,54,64,5
3472,35,73,3
3976,40,77,2
3926,40,27,1
8792,88,93,4
2707,28,8,3
8509,86,10,1
3251,33,52,2
9134,92,35,2
4100,42,1,3
1578,16,79,5
3996,40,97,4
3792,38,93,3
927,10,28,1
177,2,78,5
8609,87,10,1
7754,78,55,4
2526,26,27,3
1786,18,87,2
8563,86,64,5
8214,83,15,1
943,10,44,1
315,4,16,3
9957,100,58,3
7531,76,32,4
166,2,67,4
690,7,91,2
7340,74,41,1
2843,29,44,1
1582,16,83,5
7030,71,31,4
2226,23,27,4
5980,60,81,5
3761,38,62,5
1447,15,48,4
1656,17,57,5
4819,49,20,3
8266,83,67,4
8997,90,98,2
4376,44,77,3
566,6,67,5
4891,49,92,4
120,2,21,3
3073,31,74,4
6413,65,14,2
8284,83,85,1
4400,45,1,2
8695,87,96,3
8361,84,62,3
5077,51,78,5
3099,31,100,5
9786,98,87,4
4567,46,68,3
9755,98,56,4
6686,67,87,3
3651,37,52,5
4796,48,97,1
7585,76,86,4
3825,39,26,4
5334,54,35,2
1962,20,63,1
3209,33,10,1
7327,74,28,2
3339,34,40,5
7608,77,9,2
636,7,37,4
9633,97,34,1
4010,41,11,4
6724,68,25,3
8971,90,72,5
6226,63,27,2
5229,53,30,5
225,3,26,3
7863,79,64,1
2559,26,60,1
9352,94,53,1
3944,40,45,5
4882,49,83,1
2597,26,98,4
1916,20,17,1
1829,19,30,1
2083,21,84,5
7934,80,35,4
3148,32,49,1
3848,39,49,5
6704,68,5,1
1060,11,61,2
1212,13,13,1
5191,52,92,3
4241,43,42,4
9243,93,44,5
5998,60,99,3
8143,82,44,3
7295,73,96,3
6651,67,52,4
9448,95,49,1
9464,95,65,1
826,9,27,2
4767,48,68,5
5946,60,47,1
3588,36,89,2
1603,17,4,5
9345,94,46,1
6606,67,7,2
7877,79,78,4
2920,30,21,2
1462,15,63,4
8014,81,15,5
9599,96,100,1
4470,45,71,3
9629,97,30,1
2638,27,39,1
9298,93,99,2
604,7,5,3
222,3,23,1
6070,61,71,1
8134,82,35,4
6532,66,33,3
2040,21,41,5
6735,68,36,3
7835,79,36,4
7060,71,61,3
6713,68,14,1
8116,82,17,5
2634,27,35,5
8383,84,84,1
7264,73,65,4
4850,49,51,5
4983,50,84,4
1775,18,76,3
1374,14,75,4
7160,72,61,3
5815,59,16,2
6799,68,100,1
8986,90,87,5
7465,75,66,1
2286,23,87,1
9374,94,75,1
1072,11,73,4
6311,64,12,5
5002,51,3,5
9431,95,32,1
9619,97,20,1
8368,84,69,4
5103,52,4,3
7179,72,80,4
5025,51,26,1
6035,61,36,1
5450,55,51,5
8103,82,4,1
217,3,18,3
8189,82,90,2
6016,61,17,1
8403,85,4,5
824,9,25,1
6648,67,49,2
4914,50,15,3
1704,18,5,2
3060,31,61,5
854,9,55,3
6677,67,78,4
7235,73,36,1
6100,62,1,1
1663,17,64,2
2097,21,98,1
1415,15,16,4
8094,81,95,3
5427,55,28,5
6265,63,66,2
653,7,54,5
5768,58,69,4
9157,92,58,5
4261,43,62,3
7384,74,85,5
4217,43,18,5
4946,50,47,2
1753,18,54,4
2778,28,79,2
4203,43,4,3
9039,91,40,5
4012,41,13,5
6675,67,76,2
2326,24,27,4
5244,53,45,5
2125,22,26,1
2895,29,96,5
6444,65,45,3
8031,81,32,5
224,3,25,3
7132,72,33,4
9273,93,74,3
8772,88,73,4
8903,90,4,5
7576,76,77,1
1762,18,63,2
8030,81,31,3
2607,27,8,3
1593,16,94,5
3377,34,78,3
5496,55,97,4
9228,93,29,2
5529,56,30,2
4095,41,96,3
7227,73,28,1
5675,57,76,3
135,2,36,2
201,3,2,4
1723,18,24,3
1831,19,32,1
9463,95,64,2
8794,88,95,2
4862,49,63,2
4482,45,83,2
9932,100,33,5
572,6,73,4
7907,80,8,4
8022,81,23,2
15,1,16,1
7105,72,6,1
4944,50,45,4
1079,11,80,3
8742,88,43,5
1699,17,100,2
4916,50,17,1
1757,18,58,5
6238,63,39,2
339,4,40,3
900,10,1,5
5074,51,75,3
1369,14,70,5
7405,75,6,1
2431,25,32,4
3153,32,54,2
3999,40,100,1
8640,87,41,1
6512,66,13,3
206,3,7,5
6268,63,69,4
4467,45,68,5
6784,68,85,1
7552,76,53,2
684,7,85,2
2863,29,64,4
115,2,16,5
7764,78,65,3
6211,63,12,4
9651,97,52,5
4922,50,23,5
5673,57,74,5
1895,19,96,4
9034,91,35,4
793,8,94,2
1716,18,17,2
7564,76,65,3
2797,28,98,1
4214,43,15,5
7683,77,84,2
1351,14,52,3
7591,76,92,2
2918,30,19,5
6742,68,43,1
7690,77,91,3
9341,94,42,4
1057,11,58,3
5955,60,56,2
1687,17,88,2
2442,25,43,1
3145,32,46,3
9982,100,83,2
3960,40,61,1
8122,82,23,4
8492,85,93,5
84,1,85,4
2588,26,89,5
7640,77,41,3
4286,43,87,5
896,9,97,3
728,8,29,1
6879,69,80,2
7744,78,45,3
3032,31,33,3
3696,37,97,4
7277,73,78,4
6154,62,55,2
9588,96,89,1
8042,81,43,4
1158,12,59,3
4317,44,18,2
1046,11,47,4
3513,36,14,1
5941,60,42,1
1719,18,20,4
4224,43,25,4
8798,88,99,4
6871,69,72,3
6361,64,62,4
6728,68,29,2
8747,88,48,2
1146,12,47,1
1150,12,51,3
4901,50,2,1
2645,27,46,4
2827,29,28,5
258,3,59,4
4618,47,19,4
5021,51,22,5
3535,36,36,2
5162,52,63,5
6272,63,73,5
9216,93,17,1
3489,35,90,2
5302,54,3,2
9743,98,44,1
4489,45,90,5
3242,33,43,2
9759,98,60,5
5204,53,5,4
1619,17,20,5
1700,18,1,3
6314,64,15,4
5624,57,25,2
9322,94,23,4
1854,19,55,1
2254,23,55,2
2318,24,19,4
7248,73,49,5
3233,33,34,3
6163,62,64,2
6812,69,13,1
249,3,50,5
9252,93,53,5
4607,47,8,1
831,9,32,5
6242,63,43,2
6890,69,91,5
5939,60,40,5
720,8,21,5
2561,26,62,4
512,6,13,4
5426,55,27,5
5876,59,77,3
5879,59,80,4
4440,45,41,5
4917,50,18,3
4209,43,10,4
695,7,96,1
9027,91,28,1
8933,90,34,4
4502,46,3,2
8070,81,71,3
9714,98,15,5
1257,13,58,4
6942,70,43,2
2923,30,24,2
4730,48,31,3
2202,23,3,4
4987,50,88,1
1600,17,1,1
4592,46,93,3
4544,46,45,4
2616,27,17,2
4978,50,79,5
7809,79,10,4
75,1,76,1
9822,99,23,3
1093,11,94,1
931,10,32,1
7202,73,3,5
5136,52,37,5
6726,68,27,1
3613,37,14,4
188,2,89,5
7689,77,90,5
903,10,4,3
3129,32,30,5
813,9,14,3
2223,23,24,5
7886,79,87,2
7224,73,25,1
9523,96,24,2
4011,41,12,4
9314,94,15,5
4088,41,89,5
445,5,46,4
5608,57,9,4
9849,99,50,3
202,3,3,2
6994,70,95,2
3280,33,81,5
4245,43,46,2
9519,96,20,2
2959,30,60,1
2423,25,24,1
622,7,23,4
5597,56,98,3
9838,99,39,5
2505,26,6,2
215,3,16,3
3740,38,41,5
1087,11,88,4
2984,30,85,3
37,1,38,5
3850,39,51,4
1019,11,20,2
3826,39,27,3
7109,72,10,5
1285,13,86,3
5377,54,78,5
3547,36,48,1
8538,86,39,5
612,7,13,4
7393,74,94,4
7873,79,74,1
8608,87,9,1
8754,88,55,1
7107,72,8,2
932,10,33,1
8862,89,63,4
3135,32,36,3
4736,48,37,3
7926,80,27,4
1615,17,16,5
417,5,18,3
5447,55,48,2
3974,40,75,2
9927,100,28,5
1864,19,65,4
8381,84,82,1
5109,52,10,4
4508,46,9,1
860,9,61,4
7494,75,95,4
7905,80,6,5
3270,33,71,3
6241,63,42,3
7056,71,57,3
9104,92,5,3
2613,27,14,2
9520,96,21,5
9796,98,97,2
1536,16,37,1
7916,80,17,5
383,4,84,1
3589,36,90,5
670,7,71,1
7755,78,56,1
9048,91,49,4
4557,46,58,2
8884,89,85,2
7320,74,21,5
7592,76,93,3
8799,88,100,1
3306,34,7,3
1109,12,10,5
681,7,82,4
9394,94,95,2
3023,31,24,3
6504,66,5,1
1340,14,41,3
4996,50,97,4
3953,40,54,5
9602,97,3,1
3973,40,74,1
6868,69,69,3
6946,70,47,1
267,3,68,5
6830,69,31,3
1090,11,91,4
2788,28,89,3
3893,39,94,4
3220,33,21,1
2029,21,30,3
2874,29,75,5
6323,64,24,5
4939,50,40,1
5498,55,99,5
1356,14,57,5
5336,54,37,4
1032,11,33,1
5587,56,88,3
8475,85,76,4
1349,14,50,4
4719,48,20,3
798,8,99,3
3543,36,44,4
7029,71,30,3
6481,65,82,1
9105,92,6,1
4496,45,97,3
7131,72,32,2
55,1,56,4
8003,81,4,5
3490,35,91,3
2683,27,84,4
2948,30,49,1
4869,49,70,5
8228,83,29,4
777,8,78,4
3122,32,23,5
6717,68,18,2
3320,34,21,3
2414,25,15,1
475,5,76,1
4945,50,46,1
4233,43,34,5
8809,89,10,2
1590,16,91,4
1850,19,51,3
8219,83,20,5
6087,61,88,4
2986,30,87,1
2263,23,64,4
3372,34,73,1
8757,88,58,3
3013,31,14,5
1643,17,44,3
1856,19,57,1
1275,13,76,2
1030,11,31,4
1960,20,61,4
2026,21,27,4
3981,40,82,5
675,7,76,3
5612,57,13,4
4669,47,70,4
8887,89,88,4
3525,36,26,3
7476,75,77,1
261,3,62,5
2934,30,35,3
9867,99,68,1
8291,83,92,1
5894,59,95,2
8207,83,8,5
7780,78,81,2
3041,31,42,5
8651,87,52,5
6104,62,5,4
1969,20,70,4
4968,50,69,5
9339,94,40,5
2224,23,25,1
9222,93,23,3
6158,62,59,2
6940,70,41,1
6234,63,35,3
7312,74,13,3
9552,96,53,5
290,3,91,2
7742,78,43,4
3879,39,80,3
1785,18,86,5
449,5,50,5
5192,52,93,4
6678,67,79,3
6850,69,51,3
6984,70,85,5
507,6,8,3
7290,73,91,4
2128,22,29,4
3608,37,9,4
713,8,14,3
1378,14,79,3
9143,92,44,3
9699,97,100,2
7204,73,5,4
9732,98,33,1
1639,17,40,1
1140,12,41,2
4423,45,24,5
5801,59,2,3
4678,47,79,1
213,3,14,1
7366,74,67,3
1707,18,8,4
3681,37,82,4
1097,11,98,2
6995,70,96,1
1059,11,60,2
606,7,7,4
8206,83,7,2
6076,61,77,5
4758,48,59,2
1302,14,3,2
8626,87,27,4
9359,94,60,3
4475,45,76,1
3598,36,99,1
6507,66,8,1
7675,77,76,4
5896,59,97,5
1126,12,27,2
2740,28,41,2
843,9,44,5
8142,82,43,1
8677,87,78,2
5961,60,62,3
9772,98,73,2
3037,31,38,1
1878,19,79,3
1217,13,18,5
1867,19,68,1
9713,98,14,5
6221,63,22,1
1731,18,32,5
1811,19,12,5
3325,34,26,5
1545,16,46,2
4659,47,60,2
5172,52,73,4
3938,40,39,4
1223,13,24,2
2963,30,64,5
2999,30,100,4
3582,36,83,3
8106,82,7,3
3764,38,65,3
402,5,3,5
392,4,93,5
5845,59,46,5
8209,83,10,3
1327,14,28,3
6988,70,89,1
2734,28,35,3
3430,35,31,4
1618,17,19,5
3225,33,26,2
5771,58,72,3
9784,98,85,2
9213,93,14,2
9248,93,49,3
1233,13,34,2
8169,82,70,1
4749,48,50,4
2726,28,27,1
2417,25,18,4
8254,83,55,2
293,3,94,4
7207,73,8,2
8315,84,16,4
4624,47,25,5
9371,94,72,2
6881,69,82,1
7463,75,64,1
8264,83,65,4
1552,16,53,3
3635,37,36,4
6038,61,39,5
4855,49,56,5
7992,80,93,3
2925,30,26,3
4120,42,21,3
7385,74,86,3
3097,31,98,3
5087,51,88,4
435,5,36,4
8815,89,16,4
1121,12,22,2
3912,40,13,2
6753,68,54,4
7171,72,72,4
462,5,63,5
5051,51,52,4
671,7,72,2
6934,70,35,2
5078,51,79,2
9908,100,9,2
758,8,59,2
7872,79,73,2
4118,42,19,4
5970,60,71,2
1736,18,37,4
659,7,60,5
7413,75,14,3
9692,97,93,5
2049,21,50,1
7840,79,41,3
2912,30,13,2
1487,15,88,3
4696,47,97,5
3349,34,50,5
2341,24,42,3
6232,63,33,3
7051,71,52,1
642,7,43,1
1401,15,2,1
8125,82,26,1
8672,87,73,5
2302,24,3,3
9400,95,1,3
3868,39,69,2
1195,12,96,1
1156,12,57,1
4014,41,15,5
3592,36,93,1
2865,29,66,4
2669,27,70,1
6336,64,37,1
6774,68,75,1
6809,69,10,3
6120,62,21,2
8208,83,9,4
8539,86,40,3
7805,79,6,4
1029,11,30,3
7555,76,56,2
1011,11,12,4
6364,64,65,3
8740,88,41,2
8063,81,64,1
9442,95,43,3
1883,19,84,4
1769,18,70,5
855,9,56,3
2271,23,72,1
1688,17,89,2
6048,61,49,5
2878,29,79,4
5772,58,73,3
9538,96,39,4
7049,71,50,1
3658,37,59,4
1494,15,95,3
1982,20,83,1
5090,51,91,1
2457,25,58,1
9033,91,34,3
6046,61,47,1
1637,17,38,3
9387,94,88,3
9192,92,93,5
3880,39,81,3
9977,100,78,4
4031,41,32,2
9606,97,7,4
600,7,1,2
9233,93,34,5
1530,16,31,2
5968,60,69,4
7445,75,46,4
5748,58,49,4
2359,24,60,5
8998,90,99,5
6463,65,64,2
6861,69,62,3
3474,35,75,3
2329,24,30,1
4098,41,99,5
3725,38,26,1
5068,51,69,4
7888,79,89,4
1284,13,85,5
2773,28,74,4
8194,82,95,3
9820,99,21,5
88,1,89,4
6332,64,33,5
3289,33,90,4
1893,19,94,1
2317,24,18,2
3134,32,35,3
8594,86,95,3
7342,74,43,2
8365,84,66,2
5734,58,35,3
8652,87,53,2
8197,82,98,2
8364,84,65,5
6985,70,86,4
4487,45,88,4
4321,44,22,2
3227,33,28,5
1379,14,80,1
351,4,52,1
8124,82,25,5
441,5,42,5
5714,58,15,2
5598,56,99,4
9370,94,71,3
3587,36,88,2
4828,49,29,2
2782,28,83,3
9120,92,21,3
2774,28,75,1
2739,28,40,3
6476,65,77,3
1078,11,79,5
2264,23,65,5
9040,91,41,5
1886,19,87,1
1277,13,78,5
1568,16,69,3
6182,62,83,2
9459,95,60,1
2351,24,52,4
7441,75,42,4
2323,24,24,5
6722,68,23,5
9494,95,95,2
124,2,25,1
6376,64,77,4
